ObjectId,stopdate,stoptime,streetnbr,streetdir,street,Min_,sex,race,ethnic,Year_of_birth,enfaction,rpmainid
273,2018/01/17 00:00:00,1528,200 BLK,,FOOTHILLS PKY,15,F,W,N,1994,N,3141
274,2018/01/06 00:00:00,1022,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,F,W,N,1992,Y,2940
275,2018/01/11 00:00:00,1115,4698,,BASELINE RD/MOHAWK DR,30,F,W,H,2001,Y,3042
276,2018/01/17 00:00:00,1300,3399,,30TH ST/IRIS AVE,10,F,W,N,1995,N,3142
277,2018/01/06 00:00:00,1049,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,,,,0,,2941
278,2018/01/11 00:00:00,1231,1200,,17TH ST/UNIVERSITY AVE,15,M,W,N,1997,Y,3043
279,2018/01/17 00:00:00,1321,700,,28TH ST/BASELINE RD,10,M,W,N,1970,N,3143
280,2018/01/06 00:00:00,1147,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,,,,0,,2942
281,2018/01/11 00:00:00,1123,1499,,BASELINE RD/15TH ST,10,F,W,N,1971,Y,3044
282,2018/01/17 00:00:00,1333,1299,,28TH FRONTAGE RD/PENNSYLVANIA AVE,10,F,W,N,1984,N,3144
283,2018/01/06 00:00:00,1108,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1980,Y,2943
284,2018/01/01 00:00:00,1517,699,,30TH ST/BASELINE RD,5,M,W,N,1983,N,2944
285,2018/01/02 00:00:00,642,1598,,30TH ST/ARAPAHOE AVE,10,M,W,N,1969,N,2945
286,2018/01/05 00:00:00,15,1800,,28TH ST,15,M,W,H,1985,N,2946
287,2018/01/06 00:00:00,2000,1699,,9TH ST/ARAPAHOE AVE,15,M,W,N,1991,Y,2947
288,2018/01/06 00:00:00,2246,3400,,28TH ST,10,M,W,,1971,N,2948
289,2018/01/06 00:00:00,2250,,,MOORHEAD AVE/TABLE MESA DR,5,M,W,N,1992,N,2949
290,2018/01/06 00:00:00,2350,1500,,30TH ST,10,M,W,N,1995,N,2950
291,2018/01/07 00:00:00,100,1400,,ARAPAHOE AVE,10,M,W,N,1994,N,2951
292,2018/01/05 00:00:00,2000,1598,,28TH ST/ARAPAHOE AVE,15,M,W,N,1981,N,2952
293,2018/01/05 00:00:00,2200,2999,,28TH ST/VALMONT RD,15,M,W,H,1986,N,2953
294,2018/01/06 00:00:00,2,,,FOOTHILLS PKWY/SOUTH BOULDER RD,30,M,W,,1986,N,2954
295,2018/01/07 00:00:00,2,,,FOOTHILLS PKWY/SOUTH BOULDER RD,30,F,W,,1991,N,2955
296,2017/12/30 00:00:00,311,2711,,MAPLETON AVE,10,M,W,N,1984,Y,2956
297,2018/01/05 00:00:00,35,2798,,ARAPAHOE AVE,5,M,B,N,1976,N,2957
298,2018/01/05 00:00:00,43,2760,,CANYON BLVD,25,F,W,N,1981,N,2958
299,2018/01/05 00:00:00,43,2760,,CANYON BLVD,25,M,B,N,1976,N,2959
300,2018/01/06 00:00:00,2317,2992,,23RD ST,40,M,W,H,1987,N,2960
301,2018/01/06 00:00:00,2359,2512,,MAPLETON AVE,7,M,W,N,1991,N,2961
302,2018/01/07 00:00:00,642,2115,,13TH ST,10,M,B,N,1993,N,2962
303,2018/01/07 00:00:00,630,2115,,13TH ST,10,M,W,N,1984,N,2963
304,2018/01/07 00:00:00,600,900,,WALNUT ST,10,M,W,N,1980,N,2964
305,2018/01/17 00:00:00,1515,,,FOOTHILLS PKWY/FOOTHILLS SB ON RP @ PEARL,10,M,W,H,1985,N,3145
306,2018/01/17 00:00:00,1306,1198,,28TH ST/COLORADO AVE,10,M,B,N,1971,N,3146
307,2018/01/17 00:00:00,1545,1500,,FOOTHILLS PKWY,10,F,W,N,1992,Y,3147
308,2018/01/11 00:00:00,1102,,,BASELINE RD/BROADWAY,10,F,W,N,1997,Y,3045
309,2018/01/17 00:00:00,2130,1500,,16TH ST/ARAPAHOE AVE,10,M,W,N,1985,Y,3148
310,2018/01/11 00:00:00,1052,699,,15TH ST/BASELINE RD,10,M,W,N,1996,Y,3046
311,2018/01/16 00:00:00,2045,1599,,FOLSOM ST/ARAPAHOE AVE,10,F,W,N,1993,Y,3149
312,2018/01/11 00:00:00,1006,,,DIAGONAL HWY/FOOTHILLS SB ON RP @ DIAGONAL,10,F,W,N,1955,N,3047
313,2018/01/17 00:00:00,1715,15TH,,WALNUT,10,M,W,N,1978,Y,3150
314,2018/01/11 00:00:00,1345,1899,,28TH ST/WALNUT ST,20,M,W,N,1991,Y,3048
315,2018/01/18 00:00:00,100,1700,,BROADWAY,7,M,W,N,1986,N,3151
316,2018/01/11 00:00:00,927,,,EB HEY 36 MP38.1,9,M,W,N,1968,N,3049
317,2018/01/17 00:00:00,2235,3199,,30TH ST/GLENWOOD DR,5,M,A,N,1998,Y,3158
318,2018/01/11 00:00:00,1003,,,EB HWY 36 MP38.6,11,M,W,N,1985,N,3050
319,2018/01/18 00:00:00,836,2699,,BROADWAY/ALPINE AVE,10,M,W,H,1988,N,3159
320,2018/01/11 00:00:00,1023,,,FOOTHILLS PKWY/COLORADO AVE,7,M,W,N,1991,N,3051
321,2018/01/18 00:00:00,822,2599,,BROADWAY/NORTH ST,10,M,W,N,1948,Y,3160
322,2018/01/11 00:00:00,1323,,,HWY 36/YARMOUTH AVE,10,F,W,N,1974,N,3052
323,2018/01/18 00:00:00,809,2599,,BROADWAY/NORTH ST,10,F,W,N,1988,Y,3161
324,2018/01/11 00:00:00,1340,1587,,YARMOUTH AVE/16TH ST,10,M,W,N,1969,Y,3053
325,2018/01/18 00:00:00,1105,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,5,M,W,N,1940,Y,3162
326,2018/01/10 00:00:00,2330,3000,,WALNUT ST,10,F,W,N,1986,Y,3054
327,2018/01/18 00:00:00,906,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1992,N,3163
328,2018/01/11 00:00:00,2245,700,,DELLWOOD AVE,15,M,W,N,1996,N,3055
329,2018/01/09 00:00:00,1040,1300,,SPRUCE ST,15,F,W,N,1958,N,3224
330,2018/01/18 00:00:00,1150,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,H,1997,Y,3164
331,2018/01/11 00:00:00,2300,900,,PINE ST,5,,,,0,,3056
332,2018/01/21 00:00:00,1807,5099,,5TH ST/LARAMIE BLVD,4,M,W,N,1991,Y,3225
333,2018/01/18 00:00:00,1130,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1994,Y,3165
334,2018/01/11 00:00:00,2021,2800,,PALO PKWY,4,F,W,H,1993,N,3057
335,2018/01/21 00:00:00,2257,3099,,PEARL PKWY/JUNCTION PL,5,M,W,N,1980,Y,3226
336,2018/01/18 00:00:00,1055,1699,,ITHACA DR/ILIFF ST,10,M,W,N,2000,Y,3166
337,2018/01/12 00:00:00,6,1740,,14TH ST,10,M,W,N,1959,N,3058
338,2018/01/22 00:00:00,1430,2905,,PEARL ST,10,M,W,,1958,N,3227
339,2018/01/18 00:00:00,1540,,,30TH ST/ARAPAHOE AVE,10,M,W,H,1959,Y,3167
340,2018/01/11 00:00:00,2045,1905,,29TH ST/WALNUT ST,10,M,W,N,1994,N,3059
341,2018/01/22 00:00:00,1430,2905,,PEARL ST,10,M,W,N,1951,N,3228
342,2018/01/18 00:00:00,1411,,,49TH ST/PEARL PKWY,10,M,W,N,1965,Y,3168
343,2018/01/11 00:00:00,2100,,,13TH ST/CANYON BLVD,5,M,W,N,1952,N,3060
344,2018/01/22 00:00:00,1448,2000,,30TH ST,10,F,W,N,1970,Y,3229
345,2018/01/18 00:00:00,1130,1300,,FOOTHILLS PKWY,10,M,W,N,1980,N,3169
346,2018/01/12 00:00:00,30,3299,,BROADWAY/HAWTHORN AVE,5,F,W,N,1986,N,3061
347,2018/01/22 00:00:00,1510,3600,,MOORHEAD AVE,1,F,W,N,1997,Y,3230
348,2018/01/18 00:00:00,2137,,,28TH ST/CANYON BLVD,5,M,W,N,1994,N,3170
349,2018/01/12 00:00:00,100,1699,,28TH ST/CANYON BLVD,5,M,W,N,1955,Y,3062
350,2018/01/22 00:00:00,1123,1212,,CANYON BLVD,20,M,W,N,1992,N,3231
351,2018/01/18 00:00:00,2000,1480,,CANYON BLVD,5,F,W,N,1960,Y,3171
352,2018/01/11 00:00:00,2315,1401,,WALNUT ST,6,M,W,N,1985,N,3063
353,2018/01/11 00:00:00,2220,1199,,30TH ST/COLORADO AVE,5,F,W,N,1994,Y,3064
354,2018/01/11 00:00:00,2350,,,34TH ST/DIAGONAL HWY,0,M,W,N,1971,N,3065
355,2018/01/12 00:00:00,9,,,13TH ST/CANYON BLVD,5,F,W,N,1971,N,3066
356,2018/01/12 00:00:00,930,,,FOOTHILLS PKWY/FOOTHILLS NB ON RP @ PEARL,10,M,W,N,1996,Y,3067
357,2018/01/18 00:00:00,2320,,,VALMONT RD/FOOTHILLS PKWY,5,M,W,N,1988,N,3172
358,2018/01/22 00:00:00,1123,1212,,CANYON BLVD,20,M,W,N,1971,N,3232
359,2018/01/18 00:00:00,2350,,,30TH ST/ARAPAHOE AVE,5,M,W,N,1965,N,3173
360,2018/01/22 00:00:00,1123,1212,,CANYON BLVD,20,M,W,N,1990,N,3233
361,2018/01/22 00:00:00,1123,1212,,CANYON BLVD,20,M,W,N,1985,N,3234
362,2018/01/22 00:00:00,1123,1212,,CANYON,20,F,W,N,1979,N,3235
363,2018/01/22 00:00:00,1621,949,,18TH ST/BROADWAY,7,F,W,N,1990,N,3236
364,2018/01/22 00:00:00,2135,1349,,10TH ST/PLEASANT | UNIVERSITY ALLEY,5,M,W,N,1992,N,3237
365,2018/01/21 00:00:00,2215,2600,,PEARL ST,10,M,W,N,1982,N,3238
366,2018/01/23 00:00:00,30,2200,,BROADWAY,10,M,W,N,1981,Y,3239
367,2018/01/23 00:00:00,101,2700,,BASELINE RD,20,M,W,N,1976,N,3241
368,2018/01/07 00:00:00,1810,1300,,CANYON BLVD,15,M,W,N,1985,N,3244
369,2018/01/23 00:00:00,735,5360,,ARAPAHOE AVE,10,M,W,N,1984,N,3245
370,2018/01/23 00:00:00,723,5099,,VALMONT RD/AIRPORT RD,10,M,W,N,1990,N,3246
371,2018/01/23 00:00:00,1025,47TH,,,8,F,W,N,1952,Y,3247
372,2018/01/23 00:00:00,1039,3737,,ARAPAHOE AVE,8,F,W,N,1956,Y,3248
373,2018/01/23 00:00:00,1058,4500,,VALMONT RD,8,M,W,N,1972,Y,3249
374,2018/01/23 00:00:00,1120,4747,,ARAPAHOE AVE,8,F,W,N,1982,N,3250
375,2018/01/23 00:00:00,1140,3700,,DIAGONAL HWY,8,M,W,N,1966,N,3251
376,2018/01/23 00:00:00,1145,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1951,N,3252
377,2018/01/23 00:00:00,1213,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1980,N,3253
378,2018/01/23 00:00:00,1229,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1994,N,3254
379,2018/01/23 00:00:00,1245,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1993,N,3255
380,2018/01/23 00:00:00,816,1700,,BROADWAY,10,F,W,N,1981,Y,3256
381,2018/01/23 00:00:00,937,1236,,CANYON BLVD,20,M,W,N,1981,Y,3257
382,2018/01/23 00:00:00,1455,1000,,FOOTHILLS PKWY,8,M,W,N,1944,Y,3258
383,2018/01/23 00:00:00,1030,38000,,US HIGHWAY 36,7,F,B,N,1986,N,3259
384,2018/01/23 00:00:00,1055,38000,,US HIGHWAY 36,6,F,W,N,1990,N,3260
385,2018/01/23 00:00:00,1130,38000,,US HIGHWAY 36,7,M,W,H,1990,N,3261
386,2018/01/23 00:00:00,1215,38000,,US HIGHWAY 36,6,F,A,N,1997,N,3262
387,2018/01/23 00:00:00,1235,38000,,US HIGHWAY 36,8,F,W,N,1992,N,3263
388,2018/01/23 00:00:00,1300,38000,,US HIGHWAY 36,3,M,W,N,1973,N,3264
389,2018/01/23 00:00:00,1620,800,,FOOTHILLS PKWY,8,M,W,N,1985,N,3265
390,2018/01/23 00:00:00,1625,16TH,,CANYON,15,M,W,N,1995,Y,3266
391,2018/01/23 00:00:00,1900,14TH,,COLLEGE,10,M,W,N,1997,Y,3267
392,2018/01/23 00:00:00,1939,1480,,CANYON BLVD,10,M,W,N,1993,Y,3268
393,2018/01/23 00:00:00,2010,1805,,33RD ST,10,M,W,N,1990,Y,3269
394,2018/01/24 00:00:00,839,3600,,TABLE MESA DR,10,F,W,N,1984,Y,3270
395,2018/01/24 00:00:00,1304,1598,,FOOTHILLS PKWY/ARAPAHOE AVE,15,M,W,N,1974,N,3271
396,2018/01/24 00:00:00,945,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,10,M,W,N,2000,N,3272
397,2018/01/24 00:00:00,1425,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1955,N,3273
398,2018/01/24 00:00:00,1017,1299,,28TH FRONTAGE RD/PENNSYLVANIA AVE,10,M,W,N,1992,N,3274
399,2018/01/24 00:00:00,1635,1500,,FOOTHILLS PKWY,15,M,W,H,1977,N,3275
400,2018/01/24 00:00:00,1705,1500,,FOOTHILLS PKWY,15,M,W,N,1961,N,3276
401,2018/02/01 00:00:00,2255,1799,,BROADWAY/CANYON BLVD,5,F,W,N,1997,Y,3479
402,2018/02/01 00:00:00,2300,14TH,,CANYON,10,M,W,N,1970,N,3480
403,2018/02/01 00:00:00,2340,1207,,BROADWAY/PENNSYLVANIA AVE,5,F,W,H,1963,N,3481
404,2018/02/01 00:00:00,2309,599,,BROADWAY/BASELINE RD,5,F,W,N,1969,N,3482
405,2018/02/02 00:00:00,37,1999,,BROADWAY/PEARL ST,10,M,W,N,1969,Y,3483
406,2018/02/01 00:00:00,2238,3679,,BROADWAY/LINDEN AVE,5,M,W,N,1985,Y,3484
407,2018/02/01 00:00:00,2249,3099,,BROADWAY/EVERGREEN AVE,15,M,W,N,1983,Y,3485
408,2018/02/05 00:00:00,1451,,,30TH ST/ARAPAHOE AVE,8,M,W,N,1997,Y,3579
409,2018/02/02 00:00:00,220,1198,,28TH ST/COLORADO AVE,5,F,W,N,1978,Y,3486
410,2018/02/02 00:00:00,155,1899,,11TH ST/WALNUT ST,10,F,W,N,1993,Y,3487
411,2018/02/01 00:00:00,2359,2099,,13TH ST/SPRUCE ST,9,M,W,N,1944,N,3488
412,2018/02/01 00:00:00,2220,3599,,47TH ST/DIAGONAL HWY,5,F,W,N,1994,Y,3489
413,2018/02/05 00:00:00,1526,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,8,M,W,N,1998,N,3580
414,2018/02/01 00:00:00,2230,3599,,47TH ST/DIAGONAL HWY,10,M,B,N,1989,N,3490
415,2018/02/05 00:00:00,1540,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,8,M,W,N,1994,Y,3581
416,2018/02/01 00:00:00,2240,,,INDEPENDENCE RD/DIAGONAL HWY,10,M,W,N,1996,Y,3491
417,2018/02/05 00:00:00,1548,,,HWY 36 WB ON RP @ BASELINE EB/BASELINE RD,8,F,W,N,1992,N,3582
418,2018/02/01 00:00:00,2300,3399,,28TH ST/IRIS AVE,5,M,W,H,1980,Y,3492
419,2018/02/02 00:00:00,40,,,INDEPENDENCE RD/DIAGONAL HWY,5,F,W,N,1992,Y,3493
420,2018/01/26 00:00:00,2330,291,,ARAPAHOE AVE,15,M,W,N,1985,N,3377
421,2018/02/05 00:00:00,1616,3700,,DIAGONAL HWY,8,F,W,N,1967,N,3583
422,2018/02/05 00:00:00,1658,,,FOOTHILLS PKWY/PEARL PKWY,8,M,W,N,1960,N,3584
423,2018/02/05 00:00:00,1701,,,30TH ST/ARAPAHOE AVE,10,M,W,N,1997,Y,3585
424,2018/02/05 00:00:00,1841,,,ARAPAHOE AVE/FOOTHILLS PKWY,5,M,W,N,1989,N,3586
425,2018/01/27 00:00:00,30,1599,,FOLSOM ST/ARAPAHOE AVE,10,F,W,N,1988,Y,3378
426,2018/02/04 00:00:00,2134,1575,,30TH ST,10,M,B,N,1997,Y,3587
427,2018/01/27 00:00:00,1945,2699,,BROADWAY/ALPINE AVE,10,M,W,N,1987,N,3379
428,2018/02/06 00:00:00,928,1740,,30TH ST,15,M,A,N,1975,N,3588
429,2018/02/01 00:00:00,2220,2905,,PEARL ST,5,M,W,N,1990,Y,3494
430,2018/01/27 00:00:00,2000,1700,,13TH ST/ARAPAHOE AVE,10,M,W,N,1995,N,3380
431,2018/02/06 00:00:00,818,3698,,TABLE MESA DR/S BROADWAY,10,F,W,N,1986,N,3589
432,2018/02/01 00:00:00,2230,3399,,28TH ST/DIAGONAL HWY,5,M,W,N,1943,N,3495
433,2018/01/27 00:00:00,2040,1099,,13TH ST/COLLEGE AVE,5,M,W,H,1974,N,3381
434,2018/02/06 00:00:00,1020,1199,,30TH ST/COLORADO AVE,10,M,W,N,1955,Y,3590
435,2018/02/02 00:00:00,10,,,30TH ST/PEARL PKWY,5,M,W,N,1987,Y,3496
436,2018/01/27 00:00:00,2050,,,30TH ST/BASELINE RD,5,M,A,N,1999,N,3382
437,2018/02/06 00:00:00,1200,,,DIAGONAL HWY/47TH ST,10,F,W,N,1992,Y,3591
438,2018/02/02 00:00:00,908,,,US HWY 36 MM37,10,M,W,N,1991,Y,3497
439,2018/01/27 00:00:00,2115,1951,,BROADWAY/LAWRY LN,5,M,W,N,1976,N,3383
440,2018/02/06 00:00:00,1227,,,DIAGONAL HWY/47TH ST,10,,,,0,,3592
441,2018/01/24 00:00:00,1830,1700,,FOOTHILLS PKWY,15,M,W,N,1979,N,3277
442,2018/02/02 00:00:00,928,,,US HWY 36 MM37,10,F,W,N,1965,N,3498
443,2018/01/27 00:00:00,2125,2499,,MAPLETON AVE/FOLSOM ST,5,M,W,N,1994,Y,3384
444,2018/02/06 00:00:00,808,2500 BLK,,TABLE  MESA,5,M,W,N,1977,N,3593
445,2018/01/24 00:00:00,1912,1420,,CANYON BLVD,20,M,B,N,1981,N,3278
446,2018/02/02 00:00:00,955,,,US HWY 36 MM37,10,F,W,N,1991,Y,3499
447,2018/01/30 00:00:00,2237,,,28TH ST/ARAPAHOE AVE,10,M,W,N,1993,Y,3427
448,2018/01/27 00:00:00,2137,3098,,PEARL PKWY/31ST ST,5,M,W,N,1939,N,3385
449,2018/02/06 00:00:00,1200,,,33RD ST/ARAPAHOE AVE,15,F,W,N,1084,N,3594
450,2018/01/18 00:00:00,2207,5200,,S. BOULDER RD,5,M,W,N,1979,N,3279
451,2018/02/02 00:00:00,1034,3599,,47TH ST/DIAGONAL HWY,10,F,W,N,1990,Y,3500
452,2018/01/30 00:00:00,2326,1198,,28TH ST/COLORADO AVE,10,F,W,N,1999,Y,3428
453,2018/01/27 00:00:00,2135,1099,,13TH ST/COLLEGE AVE,5,M,W,H,1986,N,3386
454,2018/02/06 00:00:00,1249,,,FOOTHILLS PKWY/FOOTHILLS SB OFF RP @ PEARL,15,M,W,N,1999,N,3595
455,2018/01/19 00:00:00,435,,,FOOTHILLS PKWY/ARAPAHOE AVE,5,M,A,N,1970,N,3280
456,2018/02/02 00:00:00,1108,3599,,47TH ST/DIAGONAL HWY,10,M,W,N,1971,N,3501
457,2018/02/03 00:00:00,1030,3698,,TABLE MESA DR/S BROADWAY,10,M,W,N,1962,Y,3529
458,2018/01/30 00:00:00,1930,PEARL,,FOOTHILLS HYWAY,10,F,W,N,2000,N,3429
459,2018/01/27 00:00:00,2007,1821,,30TH ST,7,M,W,N,1998,N,3387
460,2018/02/06 00:00:00,1335,,,FOOTHILLS PKWY/FOOTHILLS SB OFF RP @ DIAGONAL,5,F,W,N,1993,Y,3596
461,2018/01/26 00:00:00,1315,,,DIAGONAL HWY/47TH ST,10,F,W,N,1966,Y,3327
462,2018/01/24 00:00:00,2347,1599,,BROADWAY/MARINE ST,20,F,W,N,1991,N,3281
463,2018/02/02 00:00:00,1130,3599,,47TH ST/DIAGONAL HWY,10,F,W,N,1974,N,3502
464,2018/02/03 00:00:00,1100,,,,10,M,W,N,1962,N,3530
465,2018/01/30 00:00:00,2120,1805,,33RD ST,10,M,W,N,1993,Y,3430
466,2018/01/27 00:00:00,2255,1899,,11TH ST/WALNUT ST,10,F,W,N,1988,Y,3388
467,2018/02/06 00:00:00,1520,,,FOOTHILLS PKWY/FOOTHILLS SB OFF RP @ DIAGONAL,15,M,W,H,1987,N,3597
468,2018/01/26 00:00:00,1338,,,DIAGONAL HWY/47TH ST,10,F,W,N,2001,Y,3328
469,2018/02/07 00:00:00,115,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,10,M,W,N,1996,Y,3629
470,2018/01/24 00:00:00,2325,2719,,BASELINE RD/HWY 36 EB ON RP @ BASELINE WB,10,F,W,N,1991,N,3282
471,2018/02/02 00:00:00,1817,1100,,PENNSYLVANIA AVE,3,M,B,N,1994,N,3503
472,2018/02/03 00:00:00,1525,1805,,33RD ST,5,F,B,N,1958,Y,3531
473,2018/01/30 00:00:00,1645,3600,,TABLE MESA DR,15,M,W,N,1984,Y,3431
474,2018/01/27 00:00:00,1632,499,,MANHATTAN DR/TENINO AVE,5,M,W,N,1955,Y,3389
475,2018/02/06 00:00:00,1458,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,2000,N,3598
476,2018/01/26 00:00:00,1710,2200,,MAPLETON AVE,5,F,W,H,1975,Y,3329
477,2018/02/07 00:00:00,1228,4100,,MONROE DR,10,F,W,N,1983,Y,3630
478,2018/01/25 00:00:00,30,1300,,CANYON BLVD,10,F,W,N,1993,Y,3283
479,2018/01/27 00:00:00,1915,900,,BROADWAY,10,M,W,N,1972,N,3504
480,2018/02/03 00:00:00,1510,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1980,N,3532
481,2018/01/30 00:00:00,1705,,,GILLASPIE DR/TABLE MESA DR,5,F,W,N,1984,Y,3432
482,2018/01/27 00:00:00,1935,699,,MANHATTAN DR/BASELINE RD,5,F,W,,1962,Y,3390
483,2018/02/06 00:00:00,1049,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,8,F,A,N,1996,N,3599
484,2018/01/26 00:00:00,1445,4141,,ARAPAHOE AVE,10,M,W,N,1980,Y,3330
485,2018/02/07 00:00:00,1437,,,30TH ST/PEARL PKWY,10,M,W,H,1984,Y,3631
486,2018/01/25 00:00:00,155,,,DIAGONAL HWY/JAY RD,5,M,W,N,1976,N,3284
487,2018/01/27 00:00:00,1915,900,,BROADWAY,10,M,W,N,1998,N,3505
488,2018/02/03 00:00:00,1510,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,N,1960,N,3533
489,2018/01/29 00:00:00,1150,4900,,BASELINE RD,10,F,W,N,1952,N,3433
490,2018/01/27 00:00:00,2020,1898,,28TH ST/WALNUT ST,10,M,W,N,1963,Y,3391
491,2018/02/06 00:00:00,1055,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,9,F,W,N,1976,N,3600
492,2018/02/06 00:00:00,1128,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,8,M,W,N,1991,Y,3601
493,2018/02/06 00:00:00,1146,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,9,F,W,N,1991,N,3602
494,2018/02/06 00:00:00,1212,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,8,M,B,N,1980,N,3603
495,2018/02/06 00:00:00,1240,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,9,F,W,N,1991,N,3604
496,2018/02/06 00:00:00,1333,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,9,M,W,N,1996,N,3605
497,2018/02/06 00:00:00,1357,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,9,M,A,N,1996,N,3606
498,2018/02/06 00:00:00,1649,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,8,M,W,N,1998,Y,3607
499,2018/02/06 00:00:00,1703,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,9,M,W,N,1970,N,3608
500,2018/02/06 00:00:00,1655,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,10,F,W,N,1990,Y,3609
501,2018/02/06 00:00:00,1708,,,US HIGHWAY 36 OFF RAMP WB/BASELINE RD,10,F,W,N,1967,Y,3610
502,2018/02/06 00:00:00,1620,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,10,F,W,H,1997,N,3611
503,2018/02/06 00:00:00,1235,,,FOOTHILLS NB OFF RP @ PEARL/PEARL PKWY,10,F,W,N,1994,N,3612
504,2018/02/06 00:00:00,1100,,,FOOTHILLS NB OFF RP @ PEARL/PEARL PKWY,10,F,W,N,1987,N,3613
505,2018/02/06 00:00:00,1716,2199,,BROADWAY/PINE ST,5,F,W,N,1949,Y,3614
506,2018/02/06 00:00:00,1500,,,US HIGHWAY 36 ON RAMP/TABLE MESA DR,3,F,W,N,1970,N,3615
507,2018/02/05 00:00:00,1635,1699,,30TH ST/CANYON BLVD,11,F,W,N,1966,N,3616
508,2018/02/05 00:00:00,1817,3000,,ARAPAHOE AVE,4,F,W,,1967,Y,3617
509,2018/02/04 00:00:00,2328,2100,,PINE ST,20,F,W,N,1984,N,3618
510,2018/02/06 00:00:00,2250,2300,,BASELINE RD,5,F,W,N,1997,N,3619
511,2018/02/06 00:00:00,2230,1300,,PEARL ST,10,M,W,N,1964,,3620
512,2018/02/06 00:00:00,2230,1300,,PEARL ST,10,M,W,N,1963,,3621
513,2018/02/07 00:00:00,230,3800,,ARAPAHOE AVE,15,M,W,N,1993,,3622
514,2018/02/07 00:00:00,250,900,,WALNUT ST,10,M,W,N,1990,,3623
515,2018/02/07 00:00:00,813,1550,,LEHIGH STREET,10,M,W,N,1977,Y,3624
516,2018/02/07 00:00:00,933,,,DIAGONAL HWY/47TH ST,10,M,W,N,1988,Y,3625
517,2018/02/07 00:00:00,1012,4141,,ARAPAHOE AVE,10,M,W,N,1995,N,3626
518,2018/02/07 00:00:00,1041,4141,,ARAPAHOE AVE,15,M,W,N,1997,Y,3627
519,2018/02/07 00:00:00,1243,2995,,WILDERNESS PL/VALMONT RD,15,M,W,N,1989,N,3628
520,2018/02/07 00:00:00,1525,3398,,DIAGONAL HWY/34TH ST,10,F,W,N,1997,N,3632
521,2018/01/27 00:00:00,2325,,,BROADWAY/CANYON BLVD,5,M,W,N,1995,Y,3392
522,2018/02/03 00:00:00,1535,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,H,1996,N,3534
523,2018/01/27 00:00:00,1915,900,,BROADWAY,10,M,W,N,1997,N,3506
524,2018/01/31 00:00:00,610,900,,WALNUT ST,10,M,W,N,1990,N,3434
525,2018/01/24 00:00:00,1354,,,38TH ST/ARAPAHOE AVE,25,F,W,N,1973,Y,3285
526,2018/01/25 00:00:00,2330,1480,,CANYON BLVD,10,M,W,N,1981,N,3331
527,2018/01/27 00:00:00,1945,17,,ARAPAHOE,5,F,W,N,1969,N,3507
528,2018/01/20 00:00:00,1350,,,FOOTHILLS NB OFF RP @ PEARL/PEARL PKWY,460,F,W,N,1988,Y,3286
529,2018/01/28 00:00:00,35,,,17TH ST/CANYON BLVD,5,F,B,N,1993,Y,3393
530,2018/02/07 00:00:00,1525,,,DIAGONAL HWY/47TH ST,15,F,W,N,1995,N,3633
531,2018/01/31 00:00:00,630,1401,,WALNUT ST,10,M,A,N,1985,Y,3435
532,2018/02/03 00:00:00,1555,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1985,N,3535
533,2018/01/25 00:00:00,2330,1480,,CANYON BLVD,10,M,W,N,1994,N,3332
534,2018/01/27 00:00:00,1945,17,,ARAPAHOE,5,M,W,N,1967,N,3508
